"GCO_COMID";"GCO_DATVAL";"GCO_DESCR";"GCO_PROID";"GCO_CODCAT";"GCO_AUSLID";"GCO_PMPID";"GCO_CAP";"GCO_TRIBID";"GCO_ISTAT";"GCO_TERID";"GCO_DATFINE";"GCO_FLCAPO";"GCO_COMONID";"GCO_FONTE";"GCO_DATINS";"GCO_UTEINS";"GCO_DATAGG";"GCO_UTEAGG";"GCO_NAZIONE";"GCO_ANACOM"
21069;01/01/1950;"PROVES";"BZ";"H081";0;;"39040";22205;21069;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21070;01/01/1950;"RACINES";"BZ";"H152";0;;"39040";21008;21070;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21071;01/01/1950;"RASUN ANTERSELVA";"BZ";"H189";0;;"39030";21008;21071;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21072;01/01/1950;"RENON";"BZ";"H236";0;;"39054";21008;21072;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21073;01/01/1950;"RIFIANO";"BZ";"H284";0;;"39010";21008;21073;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21074;01/01/1950;"RIO DI PUSTERIA";"BZ";"H299";0;;"39037";21008;21074;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21075;01/01/1950;"RODENGO";"BZ";"H475";0;;"39030";21008;21075;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21076;01/01/1950;"SALORNO";"BZ";"H719";0;;"39040";21008;21076;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21077;01/01/1950;"S.CANDIDO";"BZ";"H786";0;;"39038";21008;21077;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21078;01/01/1950;"S.FELICE";"BZ";"A952";0;;"39010";21008;21118;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21079;01/01/1950;"S.GENESIO ATESINO";"BZ";"H858";0;;"39050";21008;21079;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21080;01/01/1950;"S.LEONARDO IN PASSIRIA";"BZ";"H952";0;;"39015";21008;21080;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21081;01/01/1950;"S.LORENZO DI SEBATO";"BZ";"H956";0;;"39030";21008;21081;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21082;01/01/1950;"S.MARTINO IN BADIA";"BZ";"H988";0;;"39030";21008;21082;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21083;01/01/1950;"S.MARTINO IN PASSIRIA";"BZ";"H989";0;;"39010";21008;21083;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21084;01/01/1950;"S.PANCRAZIO";"BZ";"I065";0;;"39010";21008;21084;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21085;01/01/1950;"S.CRISTINA IN VAL GARDENA";"BZ";"I173";0;;"39047";21008;21085;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21086;01/01/1950;"SARENTINO";"BZ";"I431";0;;"39058";21008;21086;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21087;01/01/1950;"SCENA";"BZ";"I519";0;;"39017";21008;21087;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21088;01/01/1950;"SELVA DEI MOLINI";"BZ";"I593";0;;"39030";21008;21088;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21089;01/01/1950;"SELVA DI VAL GARDENA";"BZ";"I591";0;;"39048";21008;21089;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21090;01/01/1950;"SENALE";"BZ";"A952";0;;"39010";21008;21118;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21091;01/01/1950;"SENALES";"BZ";"I604";0;;"39020";21008;21091;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21092;01/01/1950;"SESTO";"BZ";"I687";0;;"39030";21008;21092;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21093;01/01/1950;"SILANDRO";"BZ";"I729";0;;"39028";21008;21093;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21094;01/01/1950;"SLUDERNO";"BZ";"I771";0;;"39020";21008;21094;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21095;01/01/1950;"STELVIO";"BZ";"I948";0;;"39020";21008;21095;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21096;01/01/1950;"TERENTO";"BZ";"L106";0;;"39030";21008;21096;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21097;01/01/1950;"TERLANO";"BZ";"L108";0;;"39018";21008;21097;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21098;01/01/1950;"TERMENO";"BZ";"L111";0;;"39040";21008;21098;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21099;01/01/1950;"TESIMO";"BZ";"L149";0;;"39010";21008;21099;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21100;01/01/1950;"TIRES";"BZ";"L176";0;;"39050";21008;21100;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21101;01/01/1950;"TIROLO";"BZ";"L178";0;;"39019";21008;21101;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21102;01/01/1950;"TRODENA";"BZ";"L444";0;;"39040";22205;21102;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21103;01/01/1950;"TUBRE";"BZ";"L455";0;;"39020";21008;21103;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21104;01/01/1950;"ULTIMO";"BZ";"L490";0;;"39016";21008;21104;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21105;01/01/1950;"VADENA";"BZ";"L527";0;;"39051";21008;21105;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21106;01/01/1950;"VALDAORA";"BZ";"L552";0;;"39030";21008;21106;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21107;01/01/1950;"VAL DI VIZZE";"BZ";"L564";0;;"39049";21008;21107;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21108;01/01/1950;"VALLE AURINA";"BZ";"L595";0;;"39030";21008;21108;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21109;01/01/1950;"VALLE DI CASIES";"BZ";"L601";0;;"39035";21008;21109;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21110;01/01/1950;"VANDOIES";"BZ";"L660";0;;"39030";21008;21110;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21111;01/01/1950;"VARNA";"BZ";"L687";0;;"39040";21008;21111;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21112;01/01/1950;"VERANO";"BZ";"L745";0;;"39010";21008;21112;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21113;01/01/1950;"VILLABASSA";"BZ";"L915";0;;"39039";21008;21113;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21114;01/01/1950;"VILLANDRO";"BZ";"L971";0;;"39040";21008;21114;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21115;01/01/1950;"VIPITENO";"BZ";"M067";0;;"39049";21008;21115;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21116;01/01/1950;"VELTURNO";"BZ";"L724";0;;"39040";21008;21116;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21117;01/01/1950;"LA VALLE";"BZ";"E491";0;;"39030";21008;21117;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21118;01/01/1950;"SENALE-S.FELICE";"BZ";"A952";0;;"39010";21008;21118;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21501;01/01/1950;"COLLE IN CASIES(VALLE CASIES)";"BZ";"L601";0;;"39035";21008;21109;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21502;01/01/1950;"LAPPAGO (SELVA DEI MOLINI)";"BZ";"I593";0;;"39030";21008;21088;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21503;01/01/1950;"MAIA BASSA (MERANO)";"BZ";"F132";0;;"39012";21008;21051;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21504;01/01/1950;"MALLES (MALLES VENOSTA)";"BZ";"E862";0;;"00000";21008;21046;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21505;01/01/1950;"RASUN VALDAORA";"BZ";"L552";0;;"00000";21008;21106;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21506;01/01/1950;"S.LUGANO (TRODENA)";"BZ";"L444";0;;"39040";22205;21102;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21507;01/01/1950;"S.ANDREA IN MONTE(BOLZANO)";"BZ";"A952";0;;"39040";21008;21008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21508;01/01/1950;"S.GIORGIO (BOLZANO)";"BZ";"A952";0;;"39100";21008;21008;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
21509;01/01/1950;"RIVA DI TURES(CAMPO TURES)";"BZ";"B570";0;;"39032";21008;21017;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22001;01/01/1950;"ALA";"TN";"A116";0;;"38061";22161;22001;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22002;01/01/1950;"ALBIANO";"TN";"A158";0;;"38041";22205;22002;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22003;01/01/1950;"ALDENO";"TN";"A178";0;;"38060";22205;22003;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22004;01/01/1950;"AMBLAR";"TN";"A260";0;;"38010";22205;22004;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22005;01/01/1950;"ANDALO";"TN";"A274";0;;"38010";22205;22005;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22006;01/01/1950;"ARCO";"TN";"A372";0;;"38062";22161;22006;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22007;01/01/1950;"AVIO";"TN";"A520";0;;"38063";22161;22007;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22009;01/01/1950;"BASELGA DI PINE'";"TN";"A694";0;;"38042";22205;22009;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22011;01/01/1950;"BEDOLLO";"TN";"A730";0;;"38043";22205;22011;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22012;01/01/1950;"BERSONE";"TN";"A808";0;;"38085";22205;22012;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22013;01/01/1950;"BESENELLO";"TN";"A821";0;;"38060";22161;22013;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22014;01/01/1950;"BEZZECCA";"TN";"A839";0;;"38060";22161;22014;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22015;01/01/1950;"BIENO";"TN";"A863";0;;"38050";22205;22015;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22016;01/01/1950;"BLEGGIO INFERIORE";"TN";"A901";0;;"38071";22205;22016;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22017;01/01/1950;"BLEGGIO SUPERIORE";"TN";"A902";0;;"38071";22205;22017;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22018;01/01/1950;"BOCENAGO";"TN";"A916";0;;"38080";22205;22018;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22019;01/01/1950;"BOLBENO";"TN";"A933";0;;"38079";22205;22019;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22020;01/01/1950;"BONDO";"TN";"A967";0;;"38081";22205;22020;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22021;01/01/1950;"BONDONE";"TN";"A968";0;;"38080";22205;22021;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22022;01/01/1950;"BORGO VALSUGANA";"TN";"B006";0;;"38051";22205;22022;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22023;01/01/1950;"BOSENTINO";"TN";"B078";0;;"38040";22205;22023;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22024;01/01/1950;"BREGUZZO";"TN";"B135";0;;"38081";22205;22024;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22025;01/01/1950;"BRENTONICO";"TN";"B153";0;;"38060";22161;22025;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22026;01/01/1950;"BRESIMO";"TN";"B158";0;;"38020";22205;22026;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22027;01/01/1950;"BREZ";"TN";"B165";0;;"38021";22205;22027;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22028;01/01/1950;"BRIONE";"TN";"B185";0;;"38083";22205;22028;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22029;01/01/1950;"CADERZONE";"TN";"B335";0;;"38080";22205;22029;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22030;01/01/1950;"CAGNO'";"TN";"B360";0;;"38020";22205;22030;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22031;01/01/1950;"CALAVINO";"TN";"B386";0;;"38072";22205;22031;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22032;01/01/1950;"CALCERANICA AL LAGO";"TN";"B389";0;;"38050";22205;22032;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22033;01/01/1950;"CALDES";"TN";"B400";0;;"38022";22205;22033;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22034;01/01/1950;"CALDONAZZO";"TN";"B404";0;;"38052";22205;22034;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22035;01/01/1950;"CALLIANO";"TN";"B419";0;;"38060";22161;22035;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22036;01/01/1950;"CAMPITELLO DI FASSA";"TN";"B514";0;;"38031";22205;22036;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22037;01/01/1950;"CAMPODENNO";"TN";"B525";0;;"38010";22205;22037;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22038;01/01/1950;"CANAL S.BOVO";"TN";"B577";0;;"38050";22205;22038;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22039;01/01/1950;"CANAZEI";"TN";"B579";0;;"38032";22205;22039;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22040;01/01/1950;"CAPRIANA";"TN";"B697";0;;"38030";22205;22040;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22041;01/01/1950;"CARANO";"TN";"B723";0;;"38033";22205;22041;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22042;01/01/1950;"CARISOLO";"TN";"B783";0;;"38080";22205;22042;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22043;01/01/1950;"CARZANO";"TN";"B856";0;;"38050";22205;22043;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22045;01/01/1950;"CASTEL CONDINO";"TN";"C183";0;;"38083";22205;22045;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22046;01/01/1950;"CASTELFONDO";"TN";"C103";0;;"38020";22205;22046;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22047;01/01/1950;"CASTELLO-MOLINA DI FIEMME";"TN";"C189";0;;"38030";22205;22047;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22048;01/01/1950;"CASTELLO TESINO";"TN";"C194";0;;"38053";22205;22048;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22049;01/01/1950;"CASTELNUOVO";"TN";"C216";0;;"38050";22205;22049;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22050;01/01/1950;"CAVALESE";"TN";"C372";0;;"38033";22205;22050;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22051;01/01/1950;"CAVARENO";"TN";"C380";0;;"38011";22205;22051;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22052;01/01/1950;"CAVEDAGO";"TN";"C392";0;;"38010";22205;22052;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22053;01/01/1950;"CAVEDINE";"TN";"C393";0;;"38073";22205;22053;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22054;01/01/1950;"CAVIZZANA";"TN";"C400";0;;"38022";22205;22054;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22055;01/01/1950;"CEMBRA";"TN";"C452";0;;"38034";22205;22055;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22056;01/01/1950;"CENTA S.NICOLO'";"TN";"C467";0;;"38040";22205;22056;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22057;01/01/1950;"CIMEGO";"TN";"C694";0;;"38082";22205;22057;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22058;01/01/1950;"CIMONE";"TN";"C700";0;;"38060";22205;22058;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22059;01/01/1950;"CINTE TESINO";"TN";"C712";0;;"38050";22205;22059;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22060;01/01/1950;"CIS";"TN";"C727";0;;"38020";22205;22060;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22061;01/01/1950;"CIVEZZANO";"TN";"C756";0;;"38045";22205;22061;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22062;01/01/1950;"CLES";"TN";"C794";0;;"38023";22205;22062;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22063;01/01/1950;"CLOZ";"TN";"C797";0;;"38020";22205;22063;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22064;01/01/1950;"COMMEZZADURA";"TN";"C931";0;;"38020";22205;22064;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22065;01/01/1950;"CONCEI";"TN";"C944";0;;"38060";22161;22065;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22066;01/01/1950;"CONDINO";"TN";"C953";0;;"38083";22205;22066;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22067;01/01/1950;"COREDO";"TN";"C994";0;;"38010";22205;22067;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22068;01/01/1950;"CROVIANA";"TN";"D188";0;;"38027";22205;22068;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22069;01/01/1950;"CUNEVO";"TN";"D206";0;;"38010";22205;22069;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22070;01/01/1950;"DAIANO";"TN";"D243";0;;"38030";22205;22070;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22071;01/01/1950;"DAMBEL";"TN";"D246";0;;"38010";22205;22071;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22072;01/01/1950;"DAONE";"TN";"D248";0;;"38080";22205;22072;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22073;01/01/1950;"DARE'";"TN";"D250";0;;"38080";22205;22073;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22074;01/01/1950;"DENNO";"TN";"D273";0;;"38010";22205;22074;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22075;01/01/1950;"DIMARO";"TN";"D302";0;;"38025";22205;22075;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22076;01/01/1950;"DON";"TN";"D336";0;;"38011";22205;22076;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22077;01/01/1950;"DORSINO";"TN";"D349";0;;"38070";22205;22077;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22078;01/01/1950;"DRENA";"TN";"D365";0;;"38074";22161;22078;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22079;01/01/1950;"DRO'";"TN";"D371";0;;"38074";22161;22079;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22080;01/01/1950;"FAEDO";"TN";"D457";0;;"38010";22205;22080;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22081;01/01/1950;"FAI DELLA PAGANELLA";"TN";"D468";0;;"38010";22205;22081;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22082;01/01/1950;"FAVER";"TN";"D516";0;;"38030";22205;22082;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22083;01/01/1950;"FIAVE'";"TN";"D565";0;;"38075";22205;22083;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22084;01/01/1950;"FIERA DI PRIMIERO";"TN";"D572";0;;"38054";22205;22084;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22085;01/01/1950;"FIEROZZO";"TN";"D573";0;;"38050";22205;22085;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22086;01/01/1950;"FLAVON";"TN";"D631";0;;"38010";22205;22086;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22087;01/01/1950;"FOLGARIA";"TN";"D651";0;;"38064";22161;22087;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22088;01/01/1950;"FONDO";"TN";"D663";0;;"38013";22205;22088;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22089;01/01/1950;"FORNACE";"TN";"D714";0;;"38040";22205;22089;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22090;01/01/1950;"FRASSILONGO";"TN";"D775";0;;"38050";22205;22090;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22091;01/01/1950;"GARNIGA TERME";"TN";"D928";0;;"38060";22205;22091;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22092;01/01/1950;"GIOVO";"TN";"E048";0;;"38030";22205;22092;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22093;01/01/1950;"GIUSTINO";"TN";"E065";0;;"38086";22205;22093;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22094;01/01/1950;"GRAUNO";"TN";"E150";0;;"38030";22205;22094;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22095;01/01/1950;"GRIGNO";"TN";"E178";0;;"38055";22205;22095;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22096;01/01/1950;"GRUMES";"TN";"E222";0;;"38030";22205;22096;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22097;01/01/1950;"IMER";"TN";"E288";0;;"38050";22205;22097;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22098;01/01/1950;"ISERA";"TN";"E334";0;;"38060";22161;22098;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22099;01/01/1950;"IVANO FRACENA";"TN";"E378";0;;"38059";22205;22099;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22100;01/01/1950;"LARDARO";"TN";"E452";0;;"38080";22205;22100;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22101;01/01/1950;"LASINO";"TN";"E461";0;;"38076";22205;22101;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22102;01/01/1950;"LAVARONE";"TN";"E492";0;;"38046";22205;22102;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22103;01/01/1950;"LAVIS";"TN";"E500";0;;"38015";22205;22103;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22104;01/01/1950;"LEVICO TERME";"TN";"E565";0;;"38056";22205;22104;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22105;01/01/1950;"LISIGNAGO";"TN";"E614";0;;"38030";22205;22105;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22106;01/01/1950;"LIVO";"TN";"E624";0;;"38020";22205;22106;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22107;01/01/1950;"LOMASO";"TN";"E658";0;;"38070";22205;22107;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22108;01/01/1950;"LONA LASES";"TN";"E664";0;;"38040";22205;22108;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22109;01/01/1950;"LUSERNA";"TN";"E757";0;;"38040";22205;22109;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22110;01/01/1950;"MALE'";"TN";"E850";0;;"38027";22205;22110;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22111;01/01/1950;"MALOSCO";"TN";"E866";0;;"38013";22205;22111;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22112;01/01/1950;"MASSIMENO";"TN";"F045";0;;"38086";22205;22112;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22113;01/01/1950;"MAZZIN";"TN";"F068";0;;"38031";22205;22113;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22114;01/01/1950;"MEZZANA";"TN";"F168";0;;"38020";22205;22114;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22115;01/01/1950;"MEZZANO";"TN";"F176";0;;"38050";22205;22115;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22116;01/01/1950;"MEZZOCORONA";"TN";"F183";0;;"38016";22205;22116;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22117;01/01/1950;"MEZZOLOMBARDO";"TN";"F187";0;;"38017";22205;22117;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22118;01/01/1950;"MOENA";"TN";"F263";0;;"38035";22205;22118;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22119;01/01/1950;"MOLINA DI LEDRO";"TN";"F286";0;;"38060";22161;22119;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22120;01/01/1950;"MOLVENO";"TN";"F307";0;;"38018";22205;22120;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
22121;01/01/1950;"MONCLASSICO";"TN";"F341";0;;"38020";22205;22121;0;;;0;"99";06/06/1996;"BS2000";06/06/1996;"BS2000";;
